RA,Dec,pop,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r,U,F378,F395,F410,F430,G,F515,R,F660,I,F861,Z,err_U,err_Z,err_F378,err_F395,err_F410,err_F430,err_F515,err_F660,err_F861,err_G,err_I,err_R
154.432728,-46.357185,1.0,8.641368,0.036541,-2.095003,0.039517,16.350304,16.866293,15.670738,0.165225,0.039,211.925975,16.584261,16.575903,16.734075,16.835816,16.8489,16.308381,16.000702,15.440457,15.219206,14.893926,14.675851,14.573124,0.025,0.027,0.04,0.052,0.049,0.046,0.035,0.02,0.035,0.015,0.051,0.036
154.449263,-46.364785,1.0,8.286488,0.026379,-2.186421,0.027507,15.594965,16.120926,14.842582,0.142279,0.02775,205.990489,15.974873,15.934045,16.049053,16.199742,16.063645,15.552427,15.255615,14.629927,14.381826,14.106295,13.824209,13.701938,0.026,0.027,0.038,0.04,0.035,0.041,0.038,0.017,0.029,0.02,0.066,0.034
154.453365,-46.364357,0.0,8.377473,0.028789,-1.893368,0.030338,15.546203,16.120289,14.815784,0.218155,0.027506,213.041656,16.000873,15.978045,16.034053,16.185742,16.017645,15.554427,15.238615,14.640927,14.373826,14.086295,13.806209,13.697938,0.022,0.032,0.023,0.034,0.038,0.042,0.034,0.017,0.024,0.017,0.063,0.026
154.446035,-46.360923,0.0,8.297563,0.043547,-1.92049,0.046316,16.559977,17.051876,15.79811,0.201463,0.045461,213.634053,16.784873,16.807045,16.859053,16.998742,16.897645,16.471427,16.122615,15.555927,15.323826,14.992295,14.727209,14.640938,0.04,0.052,0.042,0.045,0.043,0.049,0.027,0.028,0.043,0.021,0.064,0.04
154.462072,-46.35431,0.0,8.194033,0.025554,-1.922663,0.027243,15.630019,16.177763,14.90667,0.153302,0.027122,255.06811,16.129496,16.117532,16.200539,16.308042,16.178337,15.677184,15.372051,14.757375,14.491758,14.192195,13.936954,13.795033,0.02,0.021,0.027,0.028,0.035,0.043,0.033,0.013,0.027,0.014,0.061,0.032
154.46581,-46.350673,0.0,8.583765,0.022799,-1.965352,0.023941,15.347174,15.91437,14.612576,0.188331,0.024098,271.119061,15.900496,15.895532,15.955539,16.040042,15.950337,15.419184,15.111051,14.467375,14.206758,13.927195,13.632954,13.524033,0.02,0.031,0.024,0.035,0.033,0.046,0.032,0.013,0.027,0.016,0.063,0.03
154.434695,-46.343491,1.0,8.669732,0.045053,-2.15978,0.050096,16.770796,17.270353,16.093435,0.255631,0.048739,260.198586,17.059242,17.04741,17.173788,17.265622,17.15895,16.774292,16.433833,15.911221,15.659867,15.349988,15.133036,14.994929,0.035,0.033,0.034,0.05,0.038,0.055,0.041,0.016,0.031,0.019,0.067,0.028
154.430229,-46.353368,1.0,8.393115,0.037278,-2.239535,0.040129,16.3703,16.880247,15.674186,0.192997,0.039689,222.949993,16.715242,16.69141,16.807788,16.897622,16.82295,16.391292,16.107833,15.478221,15.234867,15.038988,14.697036,14.585929,0.028,0.028,0.041,0.043,0.037,0.049,0.044,0.017,0.04,0.019,0.055,0.035
154.437721,-46.340844,1.0,7.515399,0.073865,-2.179098,0.073795,16.832344,17.199648,15.989335,0.515279,0.074292,271.573454,17.060242,17.15241,17.210788,17.373622,17.34495,16.691292,16.392833,15.759221,15.558867,15.238988,14.903036,14.882929,0.052,0.081,0.055,0.073,0.056,0.051,0.051,0.044,0.053,0.049,0.069,0.049
154.367018,-46.409363,1.0,8.526795,0.014369,-1.825885,0.01494,13.998137,14.645654,13.203855,0.16019,0.015945,91.038299,14.614395,14.574566,14.691104,14.674727,14.639656,13.954408,13.650351,12.947098,12.681649,12.369123,12.09778,11.942805,0.021,0.024,0.019,0.023,0.036,0.041,0.039,0.016,0.034,0.014,0.046,0.031
154.370384,-46.41441,1.0,8.450125,0.048222,-1.788438,0.049785,16.628368,17.079868,15.857092,0.19251,0.051993,82.28414,16.649705,16.71431,16.843985,16.944631,16.9697,16.450045,16.215065,15.657131,15.4045,15.224127,14.852723,14.714241,0.043,0.059,0.051,0.055,0.055,0.062,0.045,0.033,0.048,0.025,0.087,0.049
154.370745,-46.404033,0.0,8.364935,0.035162,-1.853897,0.034773,16.022974,16.584875,15.230305,0.193583,0.036413,86.601881,16.345395,16.331566,16.316104,16.517727,16.420656,15.905408,15.541351,14.911098,14.711649,14.325123,14.09878,14.046805,0.042,0.042,0.043,0.052,0.048,0.047,0.033,0.022,0.032,0.026,0.048,0.034
154.371048,-46.409091,1.0,8.396929,0.022965,-2.291189,0.023651,15.116175,15.707716,14.35673,0.144547,0.024152,81.259709,15.469395,15.422566,15.586104,15.601727,15.670656,14.986408,14.701351,14.046098,13.810649,13.459123,13.24378,13.111805,0.024,0.023,0.017,0.03,0.037,0.048,0.037,0.012,0.028,0.015,0.054,0.032
154.371763,-46.407843,1.0,7.952915,0.035016,-2.30418,0.035543,15.824966,16.356451,15.049356,0.254703,0.03714,80.318777,15.964395,15.957566,16.104104,16.217727,16.250656,15.603408,15.280351,14.673098,14.473649,14.226123,13.90378,13.757805,0.027,0.032,0.025,0.042,0.038,0.05,0.038,0.015,0.033,0.018,0.051,0.034
154.374158,-46.411617,0.0,8.434898,0.036102,-1.970869,0.037083,16.112,16.673532,15.361071,0.111833,0.037668,72.687437,16.275705,16.37431,16.372985,16.545631,16.4747,15.989045,15.691065,15.040131,14.8735,14.468127,14.255723,14.164241,0.04,0.037,0.033,0.042,0.056,0.057,0.035,0.019,0.035,0.02,0.05,0.036
154.377075,-46.411797,0.0,8.416641,0.048944,-2.05369,0.049586,16.771929,17.349648,16.023088,0.097977,0.051913,65.426438,17.481147,17.451997,17.42387,17.581229,17.569318,16.939629,16.565213,15.915909,15.722134,15.380076,15.095469,14.945294,0.064,0.034,0.048,0.068,0.062,0.068,0.049,0.027,0.042,0.023,0.066,0.044
154.380015,-46.409217,0.0,8.779563,0.096692,-1.530279,0.093609,15.290371,15.695109,14.40543,0.343454,0.099567,59.256931,15.664147,15.651997,15.69687,15.855229,15.718318,15.188629,14.849213,14.212909,14.013134,13.646076,13.387469,13.256294,0.019,0.032,0.027,0.032,0.039,0.035,0.035,0.018,0.038,0.022,0.051,0.034
154.381281,-46.416159,1.0,8.199881,0.016529,-2.077678,0.01623,14.201614,14.818203,13.438937,0.171243,0.016807,56.52086,15.027147,15.022997,15.12687,15.156229,15.070318,14.373629,14.053213,13.335909,13.060134,12.760076,12.461469,12.292294,0.023,0.019,0.014,0.02,0.037,0.045,0.042,0.012,0.028,0.013,0.053,0.035
154.383801,-46.419428,1.0,8.746418,0.019941,-1.538865,0.02109,13.750746,14.360855,12.942665,0.159128,0.021733,54.747443,14.645147,14.577997,14.67687,14.662229,14.555318,13.905629,13.602213,12.829909,12.571134,12.206076,11.907469,11.751294,0.02,0.023,0.023,0.032,0.029,0.038,0.03,0.012,0.025,0.016,0.045,0.028
154.385273,-46.412981,1.0,7.954399,0.084528,-2.429284,0.084358,16.923807,17.173092,16.016287,0.306002,0.088608,45.070765,17.101147,17.034997,17.16587,17.292229,17.227318,16.681629,16.462213,15.702909,15.591134,15.137076,15.048469,14.827294,0.071,0.077,0.068,0.108,0.067,0.062,0.055,0.049,0.05,0.072,0.075,0.069
154.378455,-46.416548,0.0,8.303878,0.037827,-1.72417,0.038344,16.175364,16.619534,15.364913,0.144152,0.039607,63.668759,16.494147,16.498997,16.60587,16.661229,16.582318,16.163629,15.746213,15.121909,14.943134,14.441076,14.302469,14.203294,0.039,0.048,0.054,0.054,0.047,0.052,0.04,0.029,0.038,0.033,0.058,0.047
154.377039,-46.415929,1.0,8.334459,0.09104,-1.986871,0.090496,15.964375,16.321596,15.118492,0.21795,0.091116,66.640808,16.088147,16.076997,16.11787,16.340229,16.251318,15.816629,15.467213,14.864909,14.658134,14.359076,14.102469,14.001294,0.036,0.047,0.051,0.056,0.042,0.048,0.05,0.04,0.038,0.045,0.054,0.044
154.369721,-46.409017,1.0,7.942119,0.081161,-2.081459,0.081252,16.55813,16.913364,15.663322,-0.029836,0.084931,84.557902,16.502395,16.512566,16.650104,16.739727,16.679656,16.171408,15.826351,15.264098,15.101649,14.681123,14.52178,14.430805,0.04,0.042,0.039,0.051,0.047,0.045,0.03,0.021,0.035,0.021,0.051,0.036
154.382318,-46.412978,1.0,8.060582,0.048564,-2.0571,0.04871,15.326505,15.752514,14.465898,0.21253,0.051738,52.40041,15.664147,15.659997,15.83187,15.870229,15.863318,15.219629,14.908213,14.224909,14.035134,13.640076,13.406469,13.288294,0.039,0.05,0.059,0.049,0.045,0.04,0.044,0.034,0.045,0.049,0.063,0.045
154.375149,-46.416781,1.0,8.420488,0.022752,-2.037412,0.021726,15.023039,15.601413,14.289264,0.222035,0.023579,71.852475,15.353705,15.31931,15.437985,15.543631,15.4827,14.941045,14.644065,14.005131,13.7805,13.517127,13.239723,13.091241,0.028,0.031,0.018,0.026,0.037,0.051,0.038,0.016,0.034,0.016,0.054,0.034
154.381256,-46.414139,0.0,7.923463,0.01689,-2.120228,0.018419,14.099166,14.712848,13.318586,0.191141,0.018682,55.330071,14.985147,14.968997,14.98287,15.026229,14.898318,14.257629,13.944213,13.205909,12.944134,12.662076,12.307469,12.166294,0.019,0.022,0.019,0.021,0.033,0.042,0.037,0.012,0.029,0.013,0.045,0.033
154.370247,-46.4077,0.0,9.055871,0.081979,-1.850409,0.069163,15.294049,15.719078,14.412633,0.160084,0.068904,84.106861,15.381395,15.415566,15.443104,15.550727,15.436656,14.990408,14.659351,14.027098,13.838649,13.486123,13.25978,13.158805,0.032,0.04,0.04,0.041,0.033,0.039,0.038,0.022,0.035,0.031,0.042,0.034
154.381314,-46.409628,0.0,8.361578,0.013005,-1.954643,0.012996,13.587665,14.255205,12.778265,0.165128,0.013824,55.808732,14.687147,14.622997,14.71987,14.701229,14.560318,13.836629,13.510213,12.716909,12.439134,12.089076,11.748469,11.621294,0.02,0.03,0.018,0.019,0.036,0.043,0.031,0.015,0.027,0.015,0.056,0.028
154.379839,-46.404184,0.0,8.369716,0.04435,-1.97021,0.044951,16.500988,16.9841,15.699939,0.121653,0.046923,65.692617,16.757134,16.700568,16.802943,16.892146,16.766683,16.33888,15.998055,15.393399,15.220073,14.945244,14.65359,14.509776,0.039,0.04,0.048,0.062,0.046,0.042,0.037,0.027,0.043,0.027,0.062,0.04
154.379894,-46.401677,0.0,8.668499,0.029447,-1.914373,0.030694,15.740149,16.258074,14.964616,0.144471,0.031774,70.141553,16.095134,16.033568,16.013943,16.219146,16.093683,15.65888,15.345055,14.680399,14.483073,14.104244,13.87759,13.795776,0.027,0.033,0.042,0.048,0.036,0.043,0.04,0.024,0.036,0.022,0.053,0.037
154.38655,-46.40088,1.0,8.331775,0.128055,-1.703098,0.137999,15.969919,16.267906,15.037871,0.238325,0.13564,59.115134,15.934134,15.934568,16.044943,16.174146,16.175683,15.59688,15.324055,14.721399,14.548073,14.149244,13.98059,13.842776,0.038,0.053,0.06,0.068,0.037,0.035,0.043,0.028,0.032,0.047,0.053,0.041
154.387985,-46.404147,1.0,8.668727,0.050652,-2.139002,0.049755,16.631802,16.896738,15.682153,0.168789,0.050979,48.635307,16.709134,16.782568,16.898943,16.910146,16.892683,16.46788,16.126055,15.505399,15.353073,15.103244,14.63759,14.725776,0.06,0.066,0.056,0.072,0.049,0.057,0.057,0.046,0.056,0.056,0.081,0.057
154.388662,-46.408148,1.0,8.160985,0.019543,-2.092478,0.019564,14.780898,15.327619,13.970491,0.175587,0.020326,39.795608,15.274134,15.253568,15.354943,15.444146,15.394683,14.70488,14.364055,13.644399,13.436073,12.961244,12.81059,12.667776,0.02,0.052,0.019,0.03,0.04,0.05,0.036,0.02,0.043,0.022,0.254,0.041
154.378484,-46.389219,1.0,8.391615,0.03128,-2.076134,0.032435,15.867443,16.355532,15.05906,0.153574,0.03234,104.110521,16.109729,16.095732,16.195696,16.273649,16.241162,15.714656,15.402284,14.777697,14.563404,14.284093,13.999474,13.910537,0.027,0.038,0.042,0.036,0.048,0.047,0.037,0.027,0.041,0.025,0.055,0.037
154.379587,-46.394441,1.0,8.278048,0.046522,-1.908394,0.047452,16.61528,17.109894,15.859146,0.133889,0.050304,87.824481,16.673729,16.726732,16.943696,16.918649,16.880162,16.418656,16.119284,15.529697,15.343404,15.046093,14.797474,14.692537,0.045,0.033,0.052,0.055,0.047,0.047,0.041,0.023,0.036,0.019,0.059,0.031
154.381239,-46.404429,0.0,8.234443,0.071575,-1.666284,0.072329,15.28257,15.653407,14.39098,0.014537,0.075365,62.200358,15.700134,15.680568,15.753943,15.800146,15.709683,15.00788,14.766055,14.124399,13.915073,13.594244,13.34659,13.249776,0.028,0.068,0.026,0.042,0.053,0.05,0.1,0.055,0.051,0.102,0.095,0.076
154.390789,-46.404491,0.0,8.450457,0.205055,-1.777931,0.203121,16.873253,16.888227,15.70233,0.848984,0.216144,42.522521,16.747134,16.839568,16.716943,17.230146,17.204683,16.17988,15.961055,15.167399,15.193073,14.693244,14.64859,14.496776,0.044,0.109,0.048,0.049,0.057,0.065,0.06,0.068,0.058,0.096,0.063,0.089
154.388821,-46.401283,1.0,8.160546,0.058809,-2.287342,0.060737,16.473,16.63754,15.454904,-0.093883,0.064257,54.178067,16.433134,16.322568,16.481943,16.643146,16.546683,15.89688,15.614055,15.207399,15.042073,14.644244,14.31159,14.389776,0.082,0.126,0.11,0.108,0.075,0.074,0.105,0.076,0.102,0.101,0.1,0.088
154.376956,-46.394594,1.0,8.271149,0.081437,-1.750215,0.081424,16.818443,17.161013,15.937962,0.215981,0.087552,91.962649,16.758729,16.787732,16.839696,16.962649,16.936162,16.522656,16.134284,15.605697,15.395404,15.045093,14.887474,14.782537,0.04,0.048,0.056,0.065,0.042,0.038,0.032,0.033,0.042,0.034,0.052,0.037
154.377907,-46.390309,1.0,8.336961,0.039397,-1.955522,0.040043,16.280243,16.731834,15.452603,0.200754,0.041435,101.867158,16.408729,16.425732,16.716696,16.604649,16.567162,16.018656,15.724284,15.086697,14.947404,14.568093,14.334474,14.219537,0.043,0.05,0.056,0.051,0.043,0.055,0.039,0.03,0.037,0.037,0.052,0.038
154.383814,-46.406804,1.0,8.406792,0.033472,-1.727516,0.036882,14.270451,14.838797,13.485159,0.267087,0.035358,52.76278,14.793134,14.789568,14.884943,14.950146,14.822683,14.24988,13.940055,13.259399,13.025073,12.697244,12.43559,12.331776,0.028,0.022,0.021,0.02,0.038,0.045,0.031,0.016,0.029,0.017,0.057,0.031
154.389132,-46.407038,0.0,8.474505,0.027998,-2.089743,0.029128,14.474163,14.981015,13.593773,0.310814,0.031187,40.495773,14.982134,14.955568,15.006943,15.113146,15.020683,14.33388,14.003055,13.354399,13.110073,12.756244,12.46759,12.355776,0.022,0.025,0.028,0.041,0.025,0.035,0.032,0.019,0.028,0.029,0.043,0.026
154.390193,-46.396673,0.0,8.270375,0.040738,-2.170872,0.040535,16.238224,16.684334,15.439743,0.173904,0.043276,65.672082,16.283729,16.354732,16.359696,16.584649,16.425162,15.919656,15.659284,15.035697,14.914404,14.488093,14.301474,14.172537,0.039,0.041,0.043,0.055,0.032,0.046,0.044,0.027,0.038,0.035,0.053,0.041
154.368171,-46.401081,1.0,8.335151,0.019412,-2.421324,0.019827,14.659707,15.266204,13.862597,0.191869,0.021116,96.625482,15.111395,15.087566,15.169104,15.240727,15.199656,14.556408,14.245351,13.580098,13.337649,13.051123,12.75178,12.609805,0.018,0.025,0.018,0.026,0.037,0.042,0.041,0.016,0.038,0.016,0.052,0.042
154.364913,-46.40882,1.0,8.121123,0.041003,-2.044522,0.043739,15.87982,16.324183,15.041676,0.237508,0.043263,96.471516,15.957395,15.933566,16.058104,16.165727,16.034656,15.559408,15.271351,14.639098,14.469649,14.103123,13.90378,13.797805,0.054,0.076,0.057,0.077,0.057,0.048,0.068,0.044,0.052,0.057,0.074,0.063
154.357798,-46.400526,1.0,8.114159,0.055597,-1.645184,0.06021,16.915213,17.414074,16.14774,0.177469,0.057179,121.132759,17.122372,17.086429,17.203432,17.314427,17.253,16.78665,16.438361,15.836957,15.641711,15.355544,15.097032,14.960169,0.041,0.025,0.046,0.072,0.053,0.07,0.043,0.022,0.035,0.016,0.061,0.043
154.364608,-46.397315,0.0,8.433279,0.035401,-2.068786,0.036345,16.165339,16.674547,15.352341,0.174007,0.038589,110.718269,16.529293,16.454116,16.543223,16.656267,16.517465,16.062554,15.751379,15.108801,14.906505,14.536047,14.305102,14.184552,0.03,0.026,0.033,0.047,0.052,0.047,0.038,0.016,0.026,0.019,0.05,0.038
154.370819,-46.399395,1.0,8.168233,0.125465,-2.10656,0.117632,16.70363,16.9297,15.679905,0.226736,0.124925,93.618541,16.319395,16.761566,16.769104,16.937727,16.886656,16.404408,16.134351,15.511098,15.311649,14.968123,14.73278,14.567805,0.1,0.049,0.047,0.077,0.054,0.061,0.044,0.031,0.043,0.034,0.058,0.046
154.362801,-46.400029,1.0,8.265707,0.042556,-2.178022,0.044125,16.497007,17.062561,15.767358,0.213669,0.046409,110.325445,16.631395,16.614566,16.686104,16.888727,16.856656,16.315408,16.005351,15.445098,15.245649,14.961123,14.68078,14.531805,0.049,0.028,0.033,0.048,0.051,0.053,0.049,0.023,0.041,0.019,0.052,0.041
154.35557,-46.392945,0.0,8.530543,0.048384,-1.93662,0.048253,16.755112,17.286503,16.016438,0.203654,0.051961,138.023623,16.940293,16.961116,17.060223,17.190267,17.056465,16.594554,16.322379,15.684801,15.474505,15.182047,14.985102,14.837552,0.054,0.04,0.047,0.048,0.061,0.052,0.034,0.021,0.051,0.019,0.058,0.038
154.367818,-46.386655,1.0,8.202234,0.039161,-1.816248,0.042274,16.330814,16.826292,15.607385,0.118017,0.040464,128.253081,16.276863,16.305581,16.429338,16.670071,16.595267,16.10194,15.803133,15.217583,15.044048,14.688977,14.513797,14.429471,0.023,0.031,0.035,0.059,0.054,0.05,0.031,0.023,0.036,0.019,0.048,0.035
154.367882,-46.380515,1.0,8.211132,0.03665,-1.891433,0.037926,16.27359,16.822983,15.540064,0.107728,0.03848,144.981812,16.426863,16.444581,16.527338,16.679071,16.668267,16.07894,15.782133,15.235583,15.003048,14.666977,14.455797,14.343471,0.033,0.021,0.037,0.035,0.03,0.045,0.032,0.018,0.034,0.013,0.045,0.031
154.374718,-46.391212,0.0,8.118301,0.029506,-1.601719,0.029985,15.812668,16.330385,15.040997,0.155982,0.031322,104.564537,16.037293,16.060116,16.070223,16.181267,16.108465,15.632554,15.341379,14.719801,14.511505,14.168047,13.946102,13.855552,0.034,0.038,0.047,0.042,0.039,0.051,0.036,0.027,0.035,0.035,0.061,0.035
154.36483,-46.382106,0.0,8.252011,0.036396,-2.23749,0.038139,14.372026,14.965034,13.551541,0.126102,0.039423,145.355916,14.936863,14.926581,14.944338,15.038071,14.883267,14.31694,14.002133,13.306583,13.064048,12.776977,12.448797,12.335471,0.019,0.023,0.02,0.024,0.037,0.045,0.029,0.016,0.026,0.015,0.053,0.026
154.373628,-46.386267,0.0,7.870935,0.054499,-2.147626,0.056732,16.93499,17.430418,16.229193,0.110701,0.057247,119.871949,16.930863,17.034581,16.953338,17.387071,17.178267,16.75994,16.422133,15.929583,15.712048,15.344977,15.139797,15.078471,0.039,0.04,0.038,0.046,0.067,0.069,0.039,0.027,0.031,0.018,0.061,0.044
154.391409,-46.394185,1.0,8.160147,0.024101,-1.713866,0.023575,15.147921,15.696776,14.36184,0.152079,0.025286,72.267888,15.465729,15.487732,15.572696,15.621649,15.578162,15.008656,14.717284,14.086697,13.846404,13.593093,13.276474,13.142537,0.035,0.042,0.038,0.034,0.043,0.048,0.049,0.027,0.039,0.033,0.069,0.04
154.392041,-46.396451,1.0,8.518967,0.026017,-1.913088,0.025643,15.395716,15.913369,14.646767,0.234277,0.027313,64.217537,15.650844,15.628053,15.727538,15.826797,15.730969,15.291629,14.93493,14.348129,14.14776,13.816661,13.549591,13.441103,0.024,0.036,0.03,0.036,0.034,0.045,0.033,0.02,0.035,0.026,0.049,0.034
154.392087,-46.390559,0.0,8.402106,0.030053,-1.884056,0.030603,15.521115,16.132809,14.745744,0.169895,0.029688,83.750553,16.129729,16.395732,16.318696,16.408649,16.325162,15.476656,15.184284,14.464697,14.215404,13.892093,13.652474,13.559537,0.027,0.03,0.031,0.043,0.05,0.048,0.03,0.017,0.026,0.015,0.058,0.032
154.395957,-46.396451,0.0,8.355578,0.060756,-2.033124,0.060102,16.587732,16.86713,15.576999,0.072426,0.065062,60.574571,16.770844,16.880053,16.826538,17.084797,16.992969,16.144629,15.83493,15.088129,14.92176,14.511661,14.367591,14.254103,0.049,0.121,0.04,0.067,0.062,0.071,0.086,0.077,0.082,0.069,0.082,0.082
154.38053,-46.388056,1.0,8.453571,0.070991,-2.075677,0.075006,15.215609,15.649638,14.349275,-0.030748,0.075081,104.66357,15.369729,15.317732,15.428696,15.570649,15.458162,14.911656,14.618284,13.981697,13.786404,13.428093,13.211474,13.120537,0.045,0.049,0.064,0.061,0.043,0.053,0.048,0.031,0.039,0.046,0.06,0.046
154.385261,-46.385788,0.0,8.821902,0.034566,-2.04345,0.037821,15.928643,16.424454,15.151048,0.130692,0.03608,106.113714,16.171662,16.254235,16.289711,16.35802,16.317712,15.759309,15.482695,14.856508,14.6513,14.39984,14.124459,13.955835,0.035,0.037,0.029,0.041,0.046,0.041,0.037,0.026,0.028,0.033,0.061,0.04
154.400801,-46.390115,0.0,8.650717,0.07529,-1.792258,0.077855,16.838665,17.015999,15.843166,0.144893,0.080573,80.748158,16.561844,16.763053,16.692538,16.902797,16.869969,16.444629,16.09693,15.570129,15.30476,14.996661,14.789591,14.739103,0.077,0.096,0.089,0.106,0.06,0.053,0.072,0.062,0.062,0.069,0.081,0.058
154.385237,-46.387427,0.0,8.464532,0.053149,-1.990376,0.053356,16.841412,17.365774,16.11102,0.134161,0.055839,100.827669,16.983662,17.036235,17.050711,17.29502,17.210712,16.718309,16.395695,15.799508,15.6283,15.35084,15.017459,14.933835,0.033,0.029,0.055,0.06,0.06,0.049,0.039,0.017,0.037,0.013,0.056,0.036
154.395861,-46.382773,1.0,8.83174,0.053843,-1.793404,0.054632,15.222968,15.765035,14.440098,0.20618,0.05451,108.551334,15.538477,15.571857,15.656193,15.773355,15.776833,15.126875,14.823968,14.215131,13.960759,13.705787,13.390027,13.269141,0.022,0.025,0.026,0.024,0.037,0.05,0.031,0.015,0.029,0.013,0.054,0.029
154.398469,-46.383523,0.0,8.181483,0.044835,-2.410466,0.046735,16.320932,16.524883,15.353756,0.141544,0.04593,104.940387,16.003477,16.066857,15.819193,16.224355,16.132833,15.693875,15.504968,14.998131,14.749759,14.413787,14.279027,14.129141,0.086,0.11,0.107,0.1,0.092,0.094,0.103,0.077,0.083,0.102,0.093,0.094
154.402928,-46.380331,1.0,8.39019,0.026202,-1.930463,0.028248,14.654914,15.209323,13.851661,0.182843,0.02787,115.715877,15.105477,15.094857,15.221193,15.228355,15.157833,14.576875,14.278968,13.611131,13.370759,13.028787,12.763027,12.673141,0.022,0.032,0.025,0.023,0.033,0.037,0.031,0.016,0.038,0.022,0.051,0.03
154.396131,-46.376714,1.0,8.780401,0.052688,-1.51077,0.056375,15.880774,16.374577,15.120659,0.124626,0.055399,129.992996,16.138567,16.152948,16.280834,16.327455,16.249706,15.768978,15.457015,14.857418,14.629346,14.337041,14.069339,13.961721,0.031,0.03,0.026,0.034,0.036,0.044,0.035,0.016,0.026,0.014,0.049,0.033
154.399468,-46.377153,0.0,8.524573,0.021813,-2.11418,0.024293,15.155024,15.674988,14.386224,0.200161,0.023151,127.526097,15.536567,15.563948,15.569834,15.638455,15.536706,15.063978,14.742015,14.118418,13.890346,13.567041,13.330339,13.194721,0.03,0.028,0.034,0.032,0.031,0.039,0.042,0.016,0.03,0.023,0.05,0.038
154.404269,-46.375715,1.0,8.081125,0.025749,-1.882401,0.026974,15.563602,16.117535,14.826713,0.180598,0.028348,132.344482,15.938567,15.941948,15.985834,16.141455,16.078706,15.523978,15.228015,14.592418,14.378346,14.047041,13.793339,13.689721,0.034,0.033,0.028,0.031,0.035,0.041,0.044,0.016,0.034,0.014,0.057,0.04
